"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2015",34344,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2016",35355.86,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2017",35817.34,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2018",35888.63,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2019",36739.9,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2000",52810,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2001",52075,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2002",52772,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2003",49622,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2004",48434,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2005",46555,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2006",46426,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2007",47887,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2008",48367,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2009",48466,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2010",49237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2011",50237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2012",49759,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2013",49570,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2014",51102,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2015",51625,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2016",52133,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2017",51790,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2018",50259.97,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2019",50611.79,"E"
"GRC","WASTEMUN","TOT","THND_TONNE","A","2000",4447,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2001",4559,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2002",4640.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2003",4710.3,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2004",4781.5,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2005",4853,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2006",4927.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2007",5001.6,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2008",5077,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2009",5154,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2010",5917,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2011",5586,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2012",5463,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2013",5284,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2014",5315,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2015",5277,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2016",5367,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2017",5415,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2018",5523,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2019",5613.179,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2000",4552,"B"
"HUN","WASTEMUN","TOT","THND_TONNE","A","2001",4603,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2002",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2003",4700,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2004",4591.6,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2005",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2006",4711,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2007",4593.5,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2008",4553,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2009",4312,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2010",4033,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2011",3809,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2012",3988,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2013",3738,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2014",3795,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2015",3712,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2016",3721,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2017",3768,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2018",3729,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2019",3780,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2000",130,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2001",133,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2002",137,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2003",140,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2004",147,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2005",153,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2006",171,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2007",174,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2008",208,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2009",132,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2010",154,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2011",158,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2012",164,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2013",167,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2014",175,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2015",194.6,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2016",219.9,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2017",225.3,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2000",2278.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2001",2704,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2002",2720.4,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2003",2917.9,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2004",3000.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2005",3040.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2006",3384.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2007",3397.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2008",3224.28,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2009",2952.98,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2010",2846,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2011",2823,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2012",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2013",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2014",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2015",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2016",2763.167,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2017",2768.043,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2018",2912.353,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2000",28959,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2001",29409,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2002",29864,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2003",30035,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2004",31150,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2005",31668,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2006",32516,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2007",32536,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2008",32461,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2009",32107,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2010",32440,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2011",31386,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2012",29994,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2013",29573,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2014",29652,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2015",29524,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2016",30112,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2017",29572,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2018",30165,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2019",30079,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2000",54833,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2001",54681,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2002",54199,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2003",54271,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2004",53376,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2005",52720,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2006",52024,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2007",50816,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2008",48106,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2009",46252,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2010",45359,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2011",45430,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2012",45234,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2013",44874,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2014",44317,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2015",43981,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2016",43170,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2017",42894,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2018",42716,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2000",16949.9,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2001",17702.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2002",18214.2,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2003",18518.9,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2004",18252,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2005",17665,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2006",17828,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2007",18376,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2008",19006,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2009",18581,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2010",17943,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2011",17861,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2012",17881,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2013",17786,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2014",18219,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2015",18705,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2016",19627,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2017",19523.668,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2018",20452.921,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2000",285.26,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2001",285.21,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2002",291.29,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2003",306.43,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2004",310.89,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2005",312.76,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2006",322.65,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2007",333.37,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2008",340.69,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2009",338.14,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2010",344.26,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2011",345.33,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2012",346.09,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2013",334.72,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2014",348.15,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2015",345.95,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2016",474.091,"B"
"LUX","WASTEMUN","TOT","THND_TONNE","A","2017",475.829,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2018",488.312,
"LUX","WASTEMUN","TOT","THND_TONNE","A","2019",490.704,"E"
"MEX","WASTEMUN","TOT","THND_TONNE","A","2000",30733,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2001",31488.6,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2002",32173.6,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2003",32915.7,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2004",34604,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2005",35404.9,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2006",36135,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2007",36865,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2008",37595,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2009",38325,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2010",40058.75,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2011",41062.5,
"MEX","WASTEMUN","TOT","THND_TONNE","A","2012",42102.75,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2000",9529,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2001",9550,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2002",9684,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2003",9504,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2004",9746,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2005",9769,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2006",9761,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2007",9922,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2008",9868,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2009",9738,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2010",9484,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2011",9479,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2012",9203,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2013",8840,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2014",8894,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2015",8866,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2016",8861,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2017",8792,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2018",8806,
"NLD","WASTEMUN","TOT","THND_TONNE","A","2019",8806,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2002",3022,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2003",3075,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2004",3186,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2006",3156,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2010",2532,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2011",2512,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2012",2514,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2013",2684,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2014",2931,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2015",3221,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2016",3405,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2017",3481,
"NZL","WASTEMUN","TOT","THND_TONNE","A","2018",3705,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2000",2755,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2001",1629,"B"
"NOR","WASTEMUN","TOT","THND_TONNE","A","2002",1780,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2003",1836,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2004",1903,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2005",1968,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2006",2140,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2007",2312,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2008",2324,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2009",2269,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2010",2295,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2011",2403,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2012",2392,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2013",2517.96,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2014",2175.44,"B"
"NOR","WASTEMUN","TOT","THND_TONNE","A","2015",2187.22,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2016",3946.17,"B"
"NOR","WASTEMUN","TOT","THND_TONNE","A","2017",3949.21,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2018",3926.9,
"NOR","WASTEMUN","TOT","THND_TONNE","A","2019",4150.795,
"POL","WASTEMUN","TOT","THND_TONNE","A","2000",12226,
"POL","WASTEMUN","TOT","THND_TONNE","A","2001",11109,
"POL","WASTEMUN","TOT","THND_TONNE","A","2002",10509,
"POL","WASTEMUN","TOT","THND_TONNE","A","2003",9925,
"POL","WASTEMUN","TOT","THND_TONNE","A","2004",9759,
"POL","WASTEMUN","TOT","THND_TONNE","A","2005",12169,
"POL","WASTEMUN","TOT","THND_TONNE","A","2006",12235,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2007",12264,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2008",12194,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2009",12053,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2010",12032,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2011",12129,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2012",12084,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2013",11295,
"POL","WASTEMUN","TOT","THND_TONNE","A","2014",10330,
"POL","WASTEMUN","TOT","THND_TONNE","A","2015",10863,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2016",11654.34,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2017",11968.72,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2018",12485.42,
"POL","WASTEMUN","TOT","THND_TONNE","A","2019",12752.78,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2000",4704.56,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2001",4709.17,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2002",4595.15,"B"
"PRT","WASTEMUN","TOT","THND_TONNE","A","2003",4692.78,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2004",4665.19,
